PROVINCE_N,DISTRICT_N,DSD_N,GND_N,SALES_REGION,SALES_AREA
Central,Matale,Wilgamuwa,Wigamiwa,Central,Matale
Central,Matale,Wilgamuwa,Naminioya,Central,Matale
Central,Matale,Wilgamuwa,Hettipola,Central,Matale
Central,Matale,Naula,Andawala,Central,Matale
Central,Matale,Naula,Moragolla,Central,Matale
Central,Matale,Naula,Ududeniya,Central,Matale
Central,Matale,Naula,Nalanda,Central,Matale
Central,Matale,Naula,Wambatuyaya,Central,Matale
Southern,Matara,Weligama,Mirissa South 1,Southern,Matara 1
Southern,Matara,Matara Four Gravets,Kadeweediya South,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Eliyakanda North,Southern,Matara 1
Southern,Matara,Devinuwara,Thalalla,Southern,Matara 1
Southern,Matara,Matara Four Gravets,Kotuwegoda North,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Gandarawatta South,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Rassanadeniya,Southern,Matara 1
Southern,Matara,Weligama,Bandaramulla,Southern,Matara 1
Southern,Matara,Weligama,Thal Aramba North,Southern,Matara 1
Southern,Matara,Matara Four Gravets,Thotamuna,Southern,Matara 1
Central,Matale,Yatawatta,Ambanpola,Central,Matale
Central,Matale,Yatawatta,Lakshahena,Central,Matale
Central,Matale,Yatawatta,Mottuwela,Central,Matale
Central,Matale,Yatawatta,Gammulla,Central,Matale
Central,Matale,Yatawatta,Idamgama,Central,Matale
Central,Matale,Yatawatta,Udasgiriya,Central,Matale
Central,Matale,Yatawatta,Dullewa East,Central,Matale
Central,Matale,Yatawatta,Ethipallawala,Central,Matale
Central,Matale,Wilgamuwa,Himbiliyakada,Central,Matale
Central,Matale,Wilgamuwa,Piduruella,Central,Matale
Central,Matale,Wilgamuwa,Guruwelayaya,Central,Matale
Central,Matale,Wilgamuwa,Naminigama,Central,Matale
Central,Matale,Wilgamuwa,Dewagiriya,Central,Matale
Central,Matale,Wilgamuwa,Malgammana,Central,Matale
Central,Matale,Naula,Alugolla,Central,Matale
Central,Matale,Naula,Deeyankaduwa,Central,Matale
Central,Matale,Naula,Elhena,Central,Matale
Central,Matale,Naula,Lihinipitiya,Central,Matale
Central,Matale,Naula,Dambagolla,Central,Matale
Central,Matale,Naula,Bambaragahawatta,Central,Matale
Central,Matale,Naula,Helambagaha Watta,Central,Matale
Central,Matale,Naula,Ussanttawa,Central,Matale
Southern,Matara,Devinuwara,Kapugama North,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Eliyakanda South,Southern,Matara 1
Southern,Matara,Weligama,Thal Aramba East,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Walgama Meda,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Pamburana,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Fort,Southern,Matara 1
Southern,Matara,Matara Four Gravets,Kotuwegoda South,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Madiha West,Southern,Matara 1
Southern,Matara,Devinuwara,Kapugama Central,Southern,Matara 2
Central,Matale,Yatawatta,Aluthgama North,Central,Matale
Central,Matale,Yatawatta,Pamunuwa,Central,Matale
Central,Matale,Yatawatta,Dullewa,Central,Matale
Central,Matale,Yatawatta,Madadeniya,Central,Matale
Central,Matale,Yatawatta,Mathalapitiya,Central,Matale
Central,Matale,Yatawatta,Mathalapitiya South,Central,Matale
Central,Matale,Yatawatta,Etipola West,Central,Matale
Central,Matale,Yatawatta,Rathninda,Central,Matale
Central,Matale,Yatawatta,Asgiri Dorakubura East,Central,Matale
Central,Matale,Wilgamuwa,Radunnewewa,Central,Matale
Central,Matale,Wilgamuwa,Dunuvilapitiya,Central,Matale
Central,Matale,Wilgamuwa,Rattotayaya,Central,Matale
Central,Matale,Wilgamuwa,Thunhiriyawewa,Central,Matale
Central,Matale,Wilgamuwa,Palupitiya,Central,Matale
Central,Matale,Wilgamuwa,Handungamuwa,Central,Matale
Central,Matale,Wilgamuwa,Lediyangala,Central,Matale
Central,Matale,Naula,Mailpitiya,Central,Matale
Central,Matale,Naula,Kambarawa,Central,Matale
Central,Matale,Naula,Galporugalla,Central,Matale
Central,Matale,Naula,Gan Imayaya,Central,Matale
Central,Matale,Naula,Kongahawela,Central,Matale
Central,Matale,Naula,Elagamuwa,Central,Matale
Southern,Matara,Devinuwara,Kapugama East,Southern,Matara 2
Southern,Matara,Weligama,Kamburugamuwa West,Southern,Matara 1
Southern,Matara,Weligama,Kamburugamuwa South,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Walgama South,Southern,Matara 1
Southern,Matara,Devinuwara,Gandara East,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Polhena,Southern,Matara 1
Southern,Matara,Matara Four Gravets,Meddawatta South,Southern,Matara 2
Southern,Matara,Matara Four Gravets,Madiha East,Southern,Matara 1
Southern,Matara,Devinuwara,Gandarawatta South,Southern,Matara 1
Southern,Matara,Weligama,Thal Aramba South,Southern,Matara 2
Central,Matale,Yatawatta,Ethipola,Central,Matale
Central,Matale,Yatawatta,Daluwela,Central,Matale
Central,Matale,Yatawatta,Thalgahagoda,Central,Matale
Central,Matale,Yatawatta,Asgiri Dorakubura,Central,Matale
Central,Matale,Yatawatta,Galagama,Central,Matale
Central,Matale,Yatawatta,Nagolla,Central,Matale
Central,Matale,Yatawatta,Dikkumbura,Central,Matale
Central,Matale,Yatawatta,Dikkumbura West,Central,Matale
Central,Matale,Wilgamuwa,Topwalapitiya,Central,Matale
Central,Matale,Wilgamuwa,Kumbukandana,Central,Matale
Central,Matale,Wilgamuwa,Medakanda,Central,Matale
Central,Matale,Wilgamuwa,Aliwanguwa,Central,Matale
Central,Matale,Wilgamuwa,Maraka,Central,Matale
Central,Matale,Wilgamuwa,Karawgahawewa,Central,Matale
Central,Matale,Wilgamuwa,Bogahawewa,Central,Matale
Central,Matale,Wilgamuwa,Nugagolla,Central,Matale
Central,Matale,Wilgamuwa,Meewaobe,Central,Matale
Central,Matale,Naula,Thalagoda,Central,Matale
Central,Matale,Naula,Medapihilla,Central,Matale
Central,Matale,Naula,Kadawatha,Central,Matale
Central,Matale,Naula,Millagahamula Thenna,Central,Matale
Central,Matale,Naula,Pubbiliya,Central,Matale
Central,Matale,Naula,Maragamuwa,Central,Matale
Central,Matale,Naula,Koombiyangaha Ela,Central,Matale
Southern,Matara,Devinuwara,Devinuwara Central,Southern,Matara 2
Southern,Matara,Devinuwara,Gandara West,Southern,Matara 2
Southern,Matara,Devinuwara,Devinuwara North,Southern,Matara 2
Southern,Matara,Devinuwara,Gandara Central,Southern,Matara 1
Southern,Matara,Devinuwara,Gandara South,Southern,Matara 1
Southern,Matara,Devinuwara,Wawwa,Southern,Matara 2
Southern,Matara,Devinuwara,Devinuwara Nugegoda,Southern,Matara 1
Southern,Matara,Devinuwara,Devinuwara West,Southern,Matara 2
Southern,Matara,Devinuwara,Devinuwara East,Southern,Matara 2
Southern,Matara,Devinuwara,Devinuwara,Southern,Matara 2
Southern,Matara,Devinuwara,Light House Place,Southern,Matara 2
Central,Matale,Yatawatta,Rathalawewa,Central,Matale
Central,Matale,Yatawatta,Deevilla,Central,Matale
Central,Matale,Yatawatta,Polwatta,Central,Matale
Central,Matale,Yatawatta,Unaweruwa,Central,Matale
Central,Matale,Yatawatta,Deevilla South,Central,Matale
Central,Matale,Yatawatta,Walawela,Central,Matale
Central,Matale,Yatawatta,Aluthgama,Central,Matale
Central,Matale,Wilgamuwa,Viharagama,Central,Matale
Central,Matale,Wilgamuwa,Gemburuoya,Central,Matale
Central,Matale,Wilgamuwa,Veheragala,Central,Matale
Central,Matale,Wilgamuwa,Aliyawala,Central,Matale
Central,Matale,Matale,Narangamuwa,Central,Matale
Central,Matale,Matale,Madawala Ulpatha,Central,Matale
Central,Matale,Naula,Pilihudugolla Ihalagama,Central,Matale
Central,Matale,Naula,Meegolla,Central,Matale
Central,Matale,Naula,Murutholuwa,Central,Matale
Central,Matale,Naula,Bowathenna Watta,Central,Matale
Central,Matale,Naula,Meegaha Ela,Central,Matale
Central,Matale,Naula,Naula,Central,Matale
Central,Matale,Naula,Dodamattawela,Central,Matale
Southern,Matara,Devinuwara,Devinuwara Welegoda,Southern,Matara 2
Southern,Matara,Devinuwara,Devinuwara South,Southern,Matara 2
Southern,Matara,Devinuwara,Sinhasana Pedesa,Southern,Matara 2
Southern,Matara,Weligama,Polwatta,Southern,Matara 2
Southern,Matara,Welipitiya,Sahabandu Kokmaduwa,Southern,Matara 2
Southern,Matara,Weligama,Denuwala,Southern,Matara 1
Southern,Matara,Weligama,Wekada,Southern,Matara 1
Central,Matale,Yatawatta,Maligathenna,Central,Matale
Central,Matale,Yatawatta,Yatawatta,Central,Matale
Central,Matale,Ambanganga Koralaya,Ranmuthugama,Central,Matale
Central,Matale,Ambanganga Koralaya,Kumbaloluwa,Central,Matale
Central,Matale,Ambanganga Koralaya,Gammaduwa,Central,Matale
Central,Matale,Matale,Thalagasyaya,Central,Matale
Central,Matale,Matale,Rajjammana,Central,Matale
Central,Matale,Matale,Moragahamada,Central,Matale
Central,Matale,Matale,Madawala,Central,Matale
Central,Matale,Matale,Hathamunagala,Central,Matale
Central,Matale,Matale,Galwadukumbura,Central,Matale
Central,Matale,Naula,Haduwela,Central,Matale
Central,Matale,Naula,Wavunnawa,Central,Matale
Central,Matale,Naula,Haduwa,Central,Matale
Central,Matale,Naula,Karawila Hena,Central,Matale
Central,Matale,Naula,Bobella,Central,Matale
Central,Matale,Naula,Nikula,Central,Matale
Central,Matale,Naula,Bibila,Central,Matale
Southern,Matara,Weligama,Midigama North,Southern,Matara 1
Southern,Matara,Welipitiya,Vilegoda,Southern,Matara 2
Southern,Matara,Welipitiya,Ibbawala,Southern,Matara 2
Southern,Matara,Welipitiya,Jamburegoda West,Southern,Matara 1
Southern,Matara,Welipitiya,Jamburegoda East,Southern,Matara 2
Southern,Matara,Welipitiya,Nalawana,Southern,Matara 2
Central,Matale,Ambanganga Koralaya,Kavudagammana,Central,Matale
Central,Matale,Ambanganga Koralaya,Hunukete,Central,Matale
Central,Matale,Ambanganga Koralaya,Cloda,Central,Matale
Central,Matale,Ambanganga Koralaya,Imbulgolla,Central,Matale
Central,Matale,Ambanganga Koralaya,Nagulliyadda,Central,Matale
Central,Matale,Ambanganga Koralaya,Pussella,Central,Matale
Central,Matale,Matale,Dombawela,Central,Matale
Central,Matale,Matale,Walliwela,Central,Matale
Central,Matale,Matale,Ankanda,Central,Matale
Central,Matale,Matale,Eriyagolla,Central,Matale
Central,Matale,Matale,Kawatayamuna,Central,Matale
Central,Matale,Matale,Golahenwatta,Central,Matale
Central,Matale,Matale,Ellepola,Central,Matale
Central,Matale,Naula,Senagama,Central,Matale
Central,Matale,Naula,Hapugasyaya,Central,Matale
Central,Matale,Naula,Ambana,Central,Matale
Central,Matale,Naula,Rajawela,Central,Matale
Central,Matale,Naula,Moragahamada,Central,Matale
Central,Matale,Naula,Penalaboda,Central,Matale
Central,Matale,Naula,Habaragahamada,Central,Matale
Southern,Matara,Welipitiya,Wahala Kananke South,Southern,Matara 1
Southern,Matara,Welipitiya,Wahala Kananke North,Southern,Matara 1
Southern,Matara,Welipitiya,Nivithiwelbokka,Southern,Matara 2
Southern,Matara,Akuressa,Gallala,Southern,Matara 1
Southern,Matara,Akuressa,Ihala Kiyaduwa,Southern,Matara 2
Southern,Matara,Akuressa,Galabadahena,Southern,Matara 1
Central,Matale,Ambanganga Koralaya,Kalugalthenna,Central,Matale
Central,Matale,Ambanganga Koralaya,Kosgolla,Central,Matale
Central,Matale,Ambanganga Koralaya,Thibbatutukanatha,Central,Matale
Central,Matale,Ambanganga Koralaya,Gurubebila,Central,Matale
Central,Matale,Ambanganga Koralaya,Aluthwela,Central,Matale
Central,Matale,Ambanganga Koralaya,Narangolla,Central,Matale
Central,Matale,Matale,Kottagoda,Central,Matale
Central,Matale,Matale,Imbulandanda,Central,Matale
Central,Matale,Matale,Udugama,Central,Matale
Central,Matale,Matale,Makulgaharuppa,Central,Matale
Central,Matale,Matale,Kirigalpotta,Central,Matale
Central,Matale,Matale,Beeridewala,Central,Matale
Central,Matale,Naula,Arangala,Central,Matale
Central,Matale,Naula,Pilihudugolla Pahalagama,Central,Matale
Central,Matale,Pallepola,Koholawela,Central,Matale
Central,Matale,Pallepola,Udurampelessa,Central,Matale
Central,Matale,Pallepola,Thembilideniya North,Central,Matale
Central,Matale,Pallepola,Polwatta,Central,Matale
Southern,Matara,Akuressa,Iluppella,Southern,Matara 1
Southern,Matara,Akuressa,Manikgoda,Southern,Matara 1
Southern,Matara,Akuressa,Bopitiya,Southern,Matara 2
Southern,Matara,Akuressa,Kohugoda,Southern,Matara 1
Southern,Matara,Akuressa,Dolamawatha,Southern,Matara 1
Southern,Matara,Pitabeddara,Derangala,Southern,Matara 2
Central,Matale,Ambanganga Koralaya,Sirangahawatta,Central,Matale
Central,Matale,Ambanganga Koralaya,Metihakka,Central,Matale
Central,Matale,Ambanganga Koralaya,Raithalawa,Central,Matale
Central,Matale,Ambanganga Koralaya,Pallethenna,Central,Matale
Central,Matale,Ambanganga Koralaya,Palle Aswedduma,Central,Matale
Central,Matale,Dambulla,Welamitiyawa,Central,Matale
Central,Matale,Dambulla,Pidurangala,Central,Matale
Central,Matale,Dambulla,Kiralagolla,Central,Matale
Central,Matale,Dambulla,Kiralessa,Central,Matale
Central,Matale,Dambulla,Walgamwewa,Central,Matale
Central,Matale,Matale,Dikkiriya,Central,Matale
Central,Matale,Matale,Kaludewala,Central,Matale
Central,Matale,Matale,Aluvihare,Central,Matale
Central,Matale,Matale,Harasgama,Central,Matale
Central,Matale,Matale,Muslim Town,Central,Matale
Central,Matale,Matale,Oya Pahala,Central,Matale
Central,Matale,Matale,Gongawala,Central,Matale
Central,Matale,Matale,Bogahakotuwa,Central,Matale
Central,Matale,Pallepola,Paldeniya,Central,Matale
Central,Matale,Pallepola,Dodamgasyaya,Central,Matale
Central,Matale,Pallepola,Ariyagama,Central,Matale
Central,Matale,Pallepola,Rusigama Ihalagama,Central,Matale
Central,Matale,Pallepola,Galahitiyagama,Central,Matale
Southern,Matara,Pitabeddara,Kiriwelkele South,Southern,Matara 1
Southern,Matara,Pitabeddara,Kiriwelkele North,Southern,Matara 1
Southern,Matara,Pitabeddara,Banagala West,Southern,Matara 2
Southern,Matara,Pitabeddara,Ambewela,Southern,Matara 2
Southern,Matara,Pitabeddara,Kalubovitiyana,Southern,Matara 2
Southern,Matara,Pasgoda,Ginnaliya East,Southern,Matara 1
Central,Matale,Dambulla,Wavul Ambe,Central,Matale
Central,Matale,Dambulla,Lenadora North,Central,Matale
Central,Matale,Dambulla,Etha Bandiwewa,Central,Matale
Central,Matale,Dambulla,Embul Ambe,Central,Matale
Central,Matale,Dambulla,Pannampitiya,Central,Matale
Central,Matale,Dambulla,Moragollewa,Central,Matale
Central,Matale,Dambulla,Kapuwatta,Central,Matale
Central,Matale,Dambulla,Angunawel Pelessa,Central,Matale
Central,Matale,Dambulla,Thittawelgolla,Central,Matale
Central,Matale,Dambulla,Kalundewa Aluthgama,Central,Matale
Central,Matale,Dambulla,Pohoranwewa,Central,Matale
Central,Matale,Matale,Kandegedara,Central,Matale
Central,Matale,Matale,Sinhala Town,Central,Matale
Central,Matale,Matale,Dodamdeniya,Central,Matale
Central,Matale,Matale,Hulangamuwa South,Central,Matale
Central,Matale,Matale,Hulangamuwa North,Central,Matale
Central,Matale,Matale,Pandivita,Central,Matale
Central,Matale,Matale,Pandivita Welagama,Central,Matale
Central,Matale,Matale,Diyabubula,Central,Matale
Central,Matale,Matale,Koombiyangoda,Central,Matale
North Western,Kurunegala,Polpithigama,Maeliya North,North Central,Kurunegala 1
North Western,Kurunegala,Polpithigama,Maeliya South,North Central,Kurunegala 4
North Western,Kurunegala,Polpithigama,Rambe,North Central,Kurunegala 1
North Western,Kurunegala,Polpithigama,Doraweruwa,North Central,Kurunegala 3
North Western,Kurunegala,Polpithigama,Thambuwa,North Central,Kurunegala 2
North Western,Kurunegala,Polpithigama,Hangamuwa,North Central,Kurunegala 3
North Western,Kurunegala,Polpithigama,Henawa,North Central,Kurunegala 1
North Western,Kurunegala,Polpithigama,Uthuruwella,North Central,Kurunegala 2
Central,Matale,Rattota,Wetasyaya,Central,Matale
Central,Matale,Rattota,Muwandeniya,Central,Matale
Central,Matale,Rattota,Koswana South,Central,Matale
Central,Matale,Rattota,Meda Weragama,Central,Matale
Central,Matale,Rattota,Koswana  North,Central,Matale
Central,Matale,Ukuwela,Watagoda,Central,Matale
Central,Matale,Ukuwela,Dumbukola,Central,Matale
Central,Matale,Ukuwela,Katudeniya,Central,Matale
Central,Matale,Ukuwela,Thawalankoya,Central,Matale
Central,Matale,Ukuwela,Meedeniya,Central,Matale
Central,Matale,Ukuwela,Manaboda,Central,Matale
Central,Matale,Ukuwela,Ukuwela,Central,Matale
Central,Matale,Ukuwela,Elkaduwa Watta,Central,Matale
Central,Matale,Ukuwela,Rangama,Central,Matale
Central,Matale,Ukuwela,Kandemada,Central,Matale
Central,Matale,Ukuwela,Gurulawela South,Central,Matale
Northern,Mannar,Mannar Town,Periyakadai,Northern,Mannar
Northern,Mannar,Manthai West,Periyamadhu West,Northern,Mannar
Northern,Mannar,Madhu,Vilaththikulam,Northern,Mannar
Northern,Mannar,Madhu,Maluvarayarkaddayadampan,Northern,Mannar
Northern,Mannar,Madhu,Pannavedduvan,Northern,Mannar
Northern,Mannar,Madhu,Thekkam,Northern,Mannar
Northern,Mannar,Madhu,Madhu,Northern,Mannar
Northern,Mannar,Madhu,Kalmadu,Northern,Mannar
North Western,Kurunegala,Galgamuwa,Mahananneriya South,North Central,Kurunegala 2
North Western,Kurunegala,Galgamuwa,Palugolla,North Central,Kurunegala 3
North Western,Kurunegala,Galgamuwa,Nallachchiya,North Central,Kurunegala 1
North Western,Kurunegala,Galgamuwa,Medawachchiya,North Central,Kurunegala 4
North Western,Kurunegala,Ehetuwewa,Veheragodayaya,North Central,Kurunegala 2
North Western,Kurunegala,Ehetuwewa,Yaddessawa,North Central,Kurunegala 1
North Western,Kurunegala,Ehetuwewa,Atharagalla,North Central,Kurunegala 1
North Western,Kurunegala,Ehetuwewa,Nakolagane,North Central,Kurunegala 3
North Western,Kurunegala,Polpithigama,Thalawehera,North Central,Kurunegala 1
North Western,Kurunegala,Kotawehera,Kuda Mithawa,North Central,Kurunegala 4
North Western,Kurunegala,Kotawehera,Monnekulama,North Central,Kurunegala 3
North Western,Kurunegala,Kotawehera,Kotavehera,North Central,Kurunegala 1
North Western,Kurunegala,Kotawehera,Kirinda A,North Central,Kurunegala 3
North Western,Kurunegala,Kotawehera,Moragolla,North Central,Kurunegala 2
North Western,Kurunegala,Kotawehera,Dodangollegama,North Central,Kurunegala 3
North Western,Kurunegala,Kotawehera,Hidogama,North Central,Kurunegala 1
North Western,Kurunegala,Kotawehera,Sirisethagama,North Central,Kurunegala 4
North Western,Kurunegala,Kotawehera,Girilla,North Central,Kurunegala 4
North Western,Kurunegala,Kotawehera,Ithewa,North Central,Kurunegala 2
Central,Matale,Ukuwela,Imbulpitiya,Central,Matale
Central,Matale,Ukuwela,Karagahahinna,Central,Matale
Central,Matale,Ukuwela,Hunnasgiriyawatta,Central,Matale
Central,Matale,Ukuwela,Kendagollamada,Central,Matale
Central,Matale,Ukuwela,Wehigala,Central,Matale
Central,Matale,Ukuwela,Kalingamada,Central,Matale
Central,Matale,Ukuwela,Kaduwela,Central,Matale
Central,Matale,Ukuwela,Dimbulgoda,Central,Matale
Northern,Mannar,Madhu,Parasankulam,Northern,Mannar
Northern,Mannar,Manthai West,Periyamadhu East,Northern,Mannar
Northern,Mannar,Musalai,Chilavathurai,Northern,Mannar
Northern,Mannar,Nanaddan,Pallankoddai,Northern,Mannar
Northern,Mannar,Nanaddan,Periyakkaddaikadu,Northern,Mannar
Northern,Mannar,Musalai,Pandaraveli,Northern,Mannar
Northern,Mannar,Manthai West,Karunkandal Vannakulam,Northern,Mannar
Northern,Mannar,Mannar Town,Neelasenai,Northern,Mannar
Northern,Mannar,Nanaddan,Moddaikadai,Northern,Mannar
Northern,Mannar,Nanaddan,Iraddaikulam,Northern,Mannar
Northern,Mannar,Nanaddan,Chundikkuli,Northern,Mannar
North Western,Kurunegala,Ehetuwewa,Gurugoda,North Central,Kurunegala 1
North Western,Kurunegala,Ehetuwewa,Eriyawa,North Central,Kurunegala 3
North Western,Kurunegala,Ehetuwewa,Ethinimale,North Central,Kurunegala 2
North Western,Kurunegala,Ehetuwewa,Ratnadivulwewa,North Central,Kurunegala 2
North Western,Kurunegala,Ehetuwewa,Ehetuwewa,North Central,Kurunegala 4
North Western,Kurunegala,Ehetuwewa,Hunugallewa,North Central,Kurunegala 1
North Western,Kurunegala,Kotawehera,Nagala,North Central,Kurunegala 1
North Western,Kurunegala,Kotawehera,Nawana,North Central,Kurunegala 1
North Western,Kurunegala,Kotawehera,Yakadapatha,North Central,Kurunegala 1
North Western,Kurunegala,Kotawehera,Elagammillewa,North Central,Kurunegala 3
North Western,Kurunegala,Kotawehera,Meewellewa,North Central,Kurunegala 3
North Western,Kurunegala,Kotawehera,Galkadawala,North Central,Kurunegala 3
North Western,Kurunegala,Kotawehera,Aluthgama,North Central,Kurunegala 2
North Western,Kurunegala,Kotawehera,Kudarawaliya,North Central,Kurunegala 4
North Western,Kurunegala,Kotawehera,Divullepitiya,North Central,Kurunegala 1
